DATE,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M,WS2M,GWETTOP
1982-11-22,19.99,9.88,2.21,11.41,1.8,0.8
1982-11-23,20.82,11.24,4.37,12.21,1.81,0.8
1982-11-24,19.91,12.24,7.24,12.27,1.82,0.8
1982-11-25,18.63,12.05,15.63,11.84,1.09,0.82
1982-11-26,19.1,12.75,11.49,12.15,1.03,0.83
1982-11-27,18.73,12.64,18.24,12.27,1.7,0.84
1982-11-28,18.95,12.26,22.03,12.08,1.34,0.85
1982-11-29,19.45,11.8,24.45,11.96,1.66,0.87
1982-11-30,19.92,11.17,5.36,11.78,1.45,0.84
1982-12-01,18.65,12.2,7.13,11.78,1.56,0.84
1982-12-02,19.02,11.58,18.63,11.78,1.54,0.86
1982-12-03,19.3,11.17,2.42,11.78,1.44,0.84
1982-12-04,20.02,12.38,0.94,12.15,2.45,0.84
1982-12-05,19.44,11.09,2.47,11.11,3.47,0.83
1982-12-06,19.87,10.54,0.04,11.35,2.93,0.83
1982-12-07,20.73,9.27,6.65,11.05,2.1,0.83
1982-12-08,19.8,10.39,2.13,11.41,2.8,0.83
1982-12-09,20.23,10.38,1.62,11.54,2.58,0.82
1982-12-10,20.87,11.19,1.58,12.15,2.72,0.82
1982-12-11,19.8,10.57,5.4,11.6,2.24,0.82
1982-12-12,20.96,9.61,1.9,10.8,1.98,0.82
1982-12-13,20.85,11.01,0.73,11.66,2.38,0.81
1982-12-14,20.86,10.98,0.23,11.96,2.77,0.81
1982-12-15,20.99,10.65,3.89,11.66,2.16,0.81
1982-12-16,20,11.44,5.68,11.84,2.17,0.81
1982-12-17,20.37,11.39,0.68,11.9,2.52,0.81
1982-12-18,20.41,10.44,0.04,11.05,3.08,0.8
1982-12-19,20.62,8.94,0,9.89,2.7,0.8
1982-12-20,20.48,9.66,0.3,11.29,1.47,0.8
1982-12-21,20.05,12.66,4.15,12.33,1.76,0.8
1982-12-22,18.55,11.97,1.52,11.84,2.2,0.8
1982-12-23,20.21,10.65,0.22,10.93,2.41,0.8
1982-12-24,20.8,9.82,0,10.86,2.07,0.79
1982-12-25,20.8,9.94,0,10.8,2.16,0.79
1982-12-26,21.06,9.13,0.11,10.19,2.41,0.78
1982-12-27,20.18,7.98,0.02,9.22,2.14,0.78
1982-12-28,19.94,5.38,0,8.18,2.02,0.77
1982-12-29,20.05,6.14,0,8.73,2.29,0.77
1982-12-30,20.76,6.25,0,8.48,2.16,0.77
1982-12-31,20.51,6.84,0,8.3,1.71,0.77
1983-01-01,20.24,6.22,0,9.16,1.96,0.77
1983-01-02,19.94,7.58,0.01,8.73,2.52,0.77
1983-01-03,20.8,7.58,0.03,9.64,2.56,0.76
1983-01-04,20.86,9.35,0.19,10.86,1.91,0.76
1983-01-05,21.39,10.12,0.35,11.47,1.89,0.76
1983-01-06,20.34,11.45,1.42,11.66,1.53,0.76
1983-01-07,20.58,11.83,3.14,11.54,2.07,0.77
1983-01-08,20.91,10.2,0.11,10.62,2.46,0.76
1983-01-09,20.76,9.55,0.15,9.95,1.88,0.75
1983-01-10,20.79,7.57,0.07,9.46,1.8,0.75
1983-01-11,20.12,7.51,0,9.09,2.6,0.74
1983-01-12,20.74,8.23,0,9.52,3.26,0.74
1983-01-13,21.46,7.26,0.01,10.07,2.53,0.74
1983-01-14,20.39,9.97,0.06,10.68,2.6,0.74
1983-01-15,20.43,9.82,0.08,11.23,2.06,0.73
1983-01-16,20.81,11,0.05,11.54,2.15,0.73
1983-01-17,22.11,10.54,0,11.05,1.63,0.73
1983-01-18,22.41,8.58,0.01,11.05,1.34,0.73
1983-01-19,21.83,11.63,1.1,12.15,1.37,0.72
1983-01-20,22.22,12.02,0.22,11.9,1.7,0.72
1983-01-21,21.88,11.3,0.05,11.17,2.95,0.71
1983-01-22,22.45,8.81,0.68,10.31,2.55,0.71
1983-01-23,21.5,10.19,0.31,10.93,1.84,0.71
1983-01-24,22.65,9.77,0.47,11.29,1.59,0.7
1983-01-25,21.95,9.81,3.34,11.29,1.78,0.71
1983-01-26,21.76,10.28,0.7,11.6,1.88,0.71
1983-01-27,22.46,10.3,0.07,10.86,2.2,0.7
1983-01-28,22.34,10.44,0,10.68,1.76,0.7
1983-01-29,23.18,9.21,0.07,10.68,1.45,0.69
1983-01-30,23.37,9.89,0.22,11.17,1.18,0.69
1983-01-31,22.6,10.25,1.66,11.11,0.88,0.69
1983-02-01,21.69,11.8,9.67,11.78,0.89,0.71
1983-02-02,19.33,13.76,6.67,12.57,0.66,0.73
1983-02-03,20.59,13.31,0.46,12.45,1.74,0.71
1983-02-04,22.22,11.15,0.11,11.47,2.38,0.7
1983-02-05,22.77,11.02,0.03,10.56,2.57,0.69
1983-02-06,22.56,10.34,0.01,10.8,2.49,0.69
1983-02-07,22.99,9.13,0.01,10.38,2.3,0.68
1983-02-08,23.05,9.2,0,9.52,2.43,0.67
1983-02-09,22.96,7.2,0,9.46,2.18,0.67
1983-02-10,23.12,8.6,0.03,10.62,1.12,0.66
1983-02-11,21.03,11.55,7.1,11.9,0.98,0.69
1983-02-12,19.44,12.98,7.05,12.45,0.91,0.71
1983-02-13,18.73,11.83,11.11,11.78,1.45,0.71
1983-02-14,20.77,11.69,31.57,11.9,1.55,0.77
1983-02-15,20.37,11.7,8.77,12.08,1.32,0.76
1983-02-16,19.21,12.49,9.09,12.08,1.26,0.75
1983-02-17,21.12,11.58,10.54,12.02,1.41,0.76
1983-02-18,21.88,11.65,7.35,12.02,1.06,0.75
1983-02-19,19.54,12.83,1.7,11.9,1.3,0.73
1983-02-20,20.84,12.56,8.47,12.15,2.13,0.74
1983-02-21,22.15,10.94,0.55,11.23,2.31,0.72
1983-02-22,22.34,9.78,0,10.5,2.15,0.71
1983-02-23,22.59,8.63,0,9.77,2.3,0.7
1983-02-24,22.71,7.8,0.01,9.58,2.31,0.7
1983-02-25,22.76,7.05,0,8.97,2.16,0.69
1983-02-26,23.3,7.2,0,8.91,1.73,0.68
1983-02-27,23.38,8.51,0,10.38,1.17,0.68
1983-02-28,22.67,9.92,0,10.86,1.47,0.67
1983-03-01,23.67,9.29,0,11.11,2.18,0.67
1983-03-02,23.17,9.89,0.17,10.74,2.76,0.66
1983-03-03,23.65,9.89,0.06,10.74,2.23,0.66
1983-03-04,23.31,9.15,0.02,10.31,2.29,0.66
1983-03-05,23.24,8.23,0.26,10.07,2.05,0.66
1983-03-06,23.06,9.59,0.05,10.74,1.61,0.65
1983-03-07,24.58,9.55,0.02,10.56,2.14,0.65
1983-03-08,23.69,9.83,0.08,11.23,2.1,0.64
1983-03-09,24.11,10.31,0.06,11.23,2.05,0.64
1983-03-10,23.92,11.54,0.05,10.86,1.94,0.63
1983-03-11,23.96,9.62,0.01,10.5,1.65,0.63
1983-03-12,23.33,11.43,1.34,12.08,0.82,0.63
1983-03-13,22.44,13.4,2.7,12.57,1.09,0.64
1983-03-14,24.18,11.54,1.04,11.47,1.78,0.63
1983-03-15,24.19,11.55,1.16,11.35,1.41,0.63
1983-03-16,23.1,11.95,1.02,11.41,1.4,0.63
1983-03-17,23.78,11.08,0.32,10.8,1.66,0.62
1983-03-18,23.73,9.57,0.06,10.13,2.09,0.62
1983-03-19,23.8,8.78,0.01,9.16,2.16,0.61
1983-03-20,23.51,8.17,0.06,9.83,1.91,0.61
1983-03-21,24.31,9.81,1.85,11.17,1.71,0.61
1983-03-22,24.26,10.48,0.54,10.68,1.74,0.6
1983-03-23,24.04,11.76,0.32,11.66,1.62,0.6
1983-03-24,24.16,11.28,0.12,11.17,1.58,0.59
1983-03-25,22.56,12.32,0.47,11.66,1.57,0.59
1983-03-26,21.05,12,1.72,12.02,1.55,0.6
1983-03-27,23.01,11.1,1.14,11.78,1.4,0.6
1983-03-28,20.95,13.1,1.22,11.96,1.54,0.61
1983-03-29,24.11,10.01,0.35,10.5,2.28,0.59
1983-03-30,24.43,8.65,0.3,9.83,2.18,0.59
1983-03-31,24.05,10.34,5.3,9.77,1.86,0.6
1983-04-01,25.1,9.15,0.17,9.16,1.97,0.59
1983-04-02,25.3,9.47,0.09,10.01,1.81,0.58
1983-04-03,25.12,9.92,0.11,10.38,1.37,0.57
1983-04-04,23.05,11.12,1.13,11.41,1.38,0.58
1983-04-05,23.82,10.84,0.83,10.99,1.66,0.57
1983-04-06,25.26,10.34,0.12,10.13,1.55,0.56
1983-04-07,24.81,10.15,0.13,9.58,1.58,0.56
1983-04-08,25.4,10.19,0.18,9.46,2.02,0.55
1983-04-09,24.55,10.28,0.1,10.19,1.88,0.55
1983-04-10,24.73,9.9,0.16,9.22,2.02,0.55
1983-04-11,23.87,9.57,0.36,10.38,1.77,0.55
1983-04-12,24.62,10.29,3.23,11.11,1.23,0.56
1983-04-13,23.84,10.95,2.75,11.29,1.23,0.57
1983-04-14,23.89,10.66,3.8,11.47,1.55,0.57
1983-04-15,24.33,11.37,0.05,11.29,1.46,0.55
1983-04-16,25.01,11.71,0.53,11.17,1.2,0.55
1983-04-17,24.88,11.54,3.31,9.83,1.78,0.56
1983-04-18,24.73,9.3,0.03,9.09,2.03,0.55
1983-04-19,24.95,10.23,14.56,10.44,1.83,0.6
1983-04-20,24.64,9.99,5.33,10.38,1.89,0.59
1983-04-21,23.6,10.52,1.22,10.74,1.29,0.58
1983-04-22,22.31,11.43,4.61,11.47,1.04,0.59
1983-04-23,18.06,13.19,32.13,12.39,1.04,0.69
1983-04-24,18.5,12.61,15.13,12.45,0.9,0.7
1983-04-25,21.58,12.19,15.22,12.27,1.06,0.7
1983-04-26,20.32,13.29,36.41,12.27,1.03,0.75
1983-04-27,20.04,12.6,30.36,12.39,0.99,0.78
1983-04-28,21.33,10.41,7.96,11.84,1.69,0.73
1983-04-29,21.79,12.29,4.96,12.45,1.69,0.7
1983-04-30,22.29,11.48,0.42,12.08,1.54,0.67
1983-05-01,21.8,12.4,4.42,12.63,1.42,0.67
1983-05-02,22.01,12.08,4.54,12.45,1.18,0.66
1983-05-03,20.98,13.28,5.08,12.63,1.53,0.67
1983-05-04,22.22,10.69,19.7,11.66,1.36,0.7
1983-05-05,20.68,12.2,6.58,12.08,1.41,0.7
1983-05-06,20.01,11.81,23.79,12.02,1.49,0.73
1983-05-07,21,11.46,23.09,12.33,1.01,0.76
1983-05-08,21.96,11.08,12,12.02,1.27,0.73
1983-05-09,21.75,10.94,25.25,11.96,1.65,0.76
1983-05-10,21.56,10.26,16.73,11.78,1.57,0.77
1983-05-11,22.04,10.65,0.6,11.47,2.04,0.72
1983-05-12,21.73,10.06,0.43,11.05,2.9,0.7
1983-05-13,22.66,8.96,0.27,9.7,2.79,0.69
1983-05-14,19.31,10.88,10.84,11.54,1.85,0.72
1983-05-15,22.82,8.72,0.78,10.19,1.8,0.69
1983-05-16,22.69,8.36,0.26,10.74,1.2,0.68
1983-05-17,20.81,11.81,0.73,11.96,1.45,0.68
1983-05-18,21.71,11.51,0.9,12.27,1.01,0.67
1983-05-19,20.58,11.72,0.45,11.6,1.15,0.67
1983-05-20,20.64,12.01,5.82,12.02,1.1,0.68
1983-05-21,21.48,10.95,14.62,12.02,0.96,0.72
1983-05-22,22.04,11.24,10.57,12.02,1.28,0.72
1983-05-23,22.73,10.44,5.29,11.6,0.8,0.71
1983-05-24,22.28,10.69,13.76,11.96,1.02,0.72
1983-05-25,19.69,11.28,17.23,11.47,1.23,0.76
1983-05-26,21.48,9.9,2.57,10.56,1.41,0.72
1983-05-27,22.27,9.32,2.22,11.11,1.02,0.7
1983-05-28,21.54,10.08,2.75,11.29,1.41,0.7
1983-05-29,21.67,10.43,6.07,11.29,1.25,0.71
1983-05-30,21.44,10.5,3.28,11.54,1.3,0.7
1983-05-31,22.08,11.31,2.84,11.47,1.84,0.7
1983-06-01,22.21,9.81,0.96,9.95,2.26,0.69
1983-06-02,20.69,9.64,5.13,10.74,1.95,0.7
1983-06-03,22,9.62,1.55,11.05,1.59,0.69
1983-06-04,22.2,9.63,7.6,10.62,1.91,0.7
1983-06-05,22.07,9.88,0.68,10.62,1.72,0.69
1983-06-06,21.05,9.69,0.13,11.11,1.38,0.68
1983-06-07,21.89,9.61,1.02,10.99,1.54,0.67
1983-06-08,21.98,9.59,1.23,10.93,1.41,0.67
1983-06-09,21.36,10.82,2.61,11.72,1.23,0.67
1983-06-10,21.08,10.86,3.99,12.21,1.23,0.68
1983-06-11,21.9,10.58,1.96,11.6,1.49,0.67
1983-06-12,21.16,11.14,2.75,11.72,1.3,0.67
1983-06-13,20.53,11.31,4.16,11.96,0.98,0.68
1983-06-14,20.71,12.33,4.67,12.08,0.78,0.68
1983-06-15,20.83,12.49,2.24,11.9,0.95,0.68
1983-06-16,22.28,9.63,0.04,9.64,1.69,0.66
1983-06-17,22.16,9.24,0.64,10.74,1.21,0.66
1983-06-18,18.95,12.23,2.39,11.9,0.98,0.66
1983-06-19,19.31,12.24,3.68,11.84,1.19,0.68
1983-06-20,18.2,12,11.67,12.02,1.24,0.7
1983-06-21,19.74,11.76,14.78,12.08,1.11,0.73
1983-06-22,17.06,12.22,10.14,11.35,0.53,0.73
1983-06-23,18.17,11.35,3.62,11.78,0.81,0.72
1983-06-24,19.77,11.73,1.75,11.96,0.97,0.7
1983-06-25,17.01,12.66,3.26,12.27,1.21,0.71
1983-06-26,19.65,10.97,6.92,11.9,0.68,0.72
1983-06-27,17.53,12.44,9.09,12.15,0.62,0.73
1983-06-28,18.38,11.93,8.02,11.9,0.84,0.73
1983-06-29,19.63,10.71,4.14,11.41,0.77,0.72
1983-06-30,17.45,11.45,7.58,11.35,1.14,0.73
1983-07-01,19.75,9.19,0.97,10.8,1.65,0.7
1983-07-02,20.39,9.95,0.83,10.93,1.84,0.7
1983-07-03,20.55,8.51,1.88,9.95,1.45,0.7
1983-07-04,20.58,8.69,0.92,10.31,1.65,0.69
1983-07-05,20.95,8.57,0.06,9.95,1.47,0.68
1983-07-06,21.92,8.8,0.03,9.58,1.38,0.67
1983-07-07,21.07,8.19,0.27,9.83,1.84,0.67
1983-07-08,20.89,8.85,0.61,10.44,1.47,0.66
1983-07-09,20.44,9.04,2.42,10.5,1.27,0.67
1983-07-10,19.86,9.9,0.98,10.74,1.1,0.67
1983-07-11,21.14,8.52,0.03,10.31,1.08,0.66
1983-07-12,20.85,9.33,1.2,10.68,1.18,0.66
1983-07-13,20.83,9.81,2.29,10.68,1.25,0.66
1983-07-14,20.15,9.66,1.18,11.29,1.08,0.66
1983-07-15,20.12,11.43,1,12.02,1.32,0.66
1983-07-16,20.05,12.12,2.31,11.84,1.16,0.66
1983-07-17,17.12,12.39,1.89,11.96,1.09,0.67
1983-07-18,19.86,11.56,3.88,11.84,1.03,0.68
1983-07-19,19.98,10.61,1.01,11.47,1.14,0.66
1983-07-20,20.3,10.88,5.64,11.84,1.32,0.68
1983-07-21,18.12,11.5,7.27,12.02,1.04,0.7
1983-07-22,18.01,12.33,4.82,12.02,1.2,0.7
1983-07-23,19.66,10.83,2.57,11.17,1.49,0.69
1983-07-24,20.19,10.75,3.39,11.41,0.91,0.69
1983-07-25,18.15,11.94,7.01,12.02,1.09,0.7
1983-07-26,18.16,11.12,6.98,11.66,0.7,0.71
1983-07-27,20.26,10.7,3.08,11.66,0.84,0.7
1983-07-28,19.59,10.84,2.09,11.17,1.01,0.69
1983-07-29,20.34,9.49,0.66,10.56,1.26,0.68
1983-07-30,20.57,9.04,6.33,10.74,1.19,0.69
1983-07-31,20.07,9.87,6.21,11.17,1.59,0.7
1983-08-01,20.17,9.93,8.72,11.29,1.31,0.7
1983-08-02,21.47,10.15,0.35,11.05,0.79,0.69
1983-08-03,22.9,8.65,0.35,10.56,0.89,0.67
1983-08-04,22.18,8.69,1.65,10.93,0.6,0.67
1983-08-05,21.07,9.71,0.26,10.44,1.27,0.66
1983-08-06,22.06,7.84,0.2,10.44,0.98,0.66
1983-08-07,22.2,10.01,1.84,11.6,0.67,0.66
1983-08-08,20.19,12.16,3.79,11.66,0.81,0.66
1983-08-09,22.26,9.62,3.69,11.29,1.1,0.66
1983-08-10,19.26,11.56,3.31,11.41,0.87,0.67
1983-08-11,18.96,10.5,4.06,11.11,1.2,0.68
1983-08-12,17.26,11.01,4.72,11.17,1.23,0.68
1983-08-13,18.37,9.51,5.19,10.68,0.88,0.69
1983-08-14,19.34,8.75,3.53,10.38,0.97,0.69
1983-08-15,20.26,8.23,6.27,10.68,0.7,0.69
1983-08-16,20.22,11.2,8.79,11.78,0.61,0.7
1983-08-17,19.12,12.23,8.99,12.15,0.8,0.71
1983-08-18,17.97,12.59,8.8,12.08,0.85,0.72
1983-08-19,18.9,12.38,4.04,11.72,0.88,0.7
1983-08-20,20,11.32,8.06,11.9,0.91,0.72
1983-08-21,18.3,12.05,2.85,11.78,1.55,0.7
1983-08-22,19.8,11,7.22,11.6,1.01,0.71
1983-08-23,19.41,11.91,11.85,11.72,0.8,0.73
1983-08-24,18.43,9.53,8.99,10.56,1.79,0.73
1983-08-25,20.7,8.24,4.08,10.5,1.48,0.71
1983-08-26,20.36,9.91,5.48,11.66,1.05,0.71
1983-08-27,20.76,11.49,4.81,11.84,1,0.71
1983-08-28,20.48,10.61,2.78,11.35,0.84,0.7
1983-08-29,19.86,10.1,3.91,11.17,1.08,0.7
1983-08-30,19.49,10.71,5.87,10.99,1.48,0.71
1983-08-31,21.4,8.8,2.11,10.44,1.17,0.7
1983-09-01,21.02,7.82,2.39,10.19,1.2,0.7
1983-09-02,20.75,9.12,2.04,10.86,1.18,0.69
1983-09-03,20.01,9.62,10.39,11.29,1.32,0.71
1983-09-04,19.56,10.45,15.94,11.54,0.95,0.74
1983-09-05,19.58,9.62,15.25,11.41,1.05,0.75
1983-09-06,20.76,9.64,4.98,11.29,1.05,0.73
1983-09-07,18.6,9.6,6.45,10.99,1.09,0.73
1983-09-08,20.65,8.13,1.9,10.01,1.63,0.72
1983-09-09,20.54,10.13,11.09,11.11,1.13,0.73
1983-09-10,20.76,9.45,16.03,11.23,1.47,0.76
1983-09-11,20.88,10.33,3.65,11.29,1.07,0.73
1983-09-12,22.68,8.6,0.58,10.31,1.24,0.71
1983-09-13,23.26,8.39,0.52,10.01,0.87,0.7
1983-09-14,22.92,8.64,1.52,10.5,0.69,0.7
1983-09-15,23.33,8.26,0.44,10.19,0.85,0.7
1983-09-16,22.95,10.69,3.54,10.38,0.54,0.7
1983-09-17,23.19,7.59,6.16,10.31,0.86,0.7
1983-09-18,21.45,10.74,4.19,11.23,0.67,0.7
1983-09-19,20.48,9.66,7.76,10.5,0.9,0.72
1983-09-20,20.54,8.76,2.07,10.31,1.09,0.7
1983-09-21,19.55,10.62,3.22,11.11,0.98,0.7
1983-09-22,20.3,9.65,4.6,10.74,0.95,0.71
1983-09-23,21.04,8.03,0.52,10.5,1.12,0.7
1983-09-24,21.05,9.12,1.6,11.23,1.02,0.7
1983-09-25,19.26,12.51,8.74,12.02,0.52,0.72
1983-09-26,20.32,9.93,1.21,11.17,0.86,0.7
1983-09-27,21.22,9.5,0.7,10.99,0.97,0.7
1983-09-28,22.03,7.83,0.87,10.56,0.84,0.69
1983-09-29,21.26,9.88,1.16,11.23,1.09,0.69
1983-09-30,21.96,9.45,1.65,11.54,0.97,0.69
1983-10-01,21.65,11.08,1.81,11.78,1.08,0.68
1983-10-02,19.03,11.44,12.74,11.47,0.98,0.72
1983-10-03,21.7,10.6,5.02,11.84,0.91,0.71
1983-10-04,19.19,12.73,9.05,12.33,0.88,0.73
1983-10-05,21.28,10.14,5.69,11.6,0.82,0.72
1983-10-06,20.68,9.4,6.18,11.17,1.11,0.72
1983-10-07,20.08,10.59,7.79,11.17,0.84,0.73
1983-10-08,20.6,10.41,7.86,11.35,0.63,0.73
1983-10-09,20.51,11.45,11.39,11.84,1.31,0.74
1983-10-10,19.51,10.82,4.7,11.47,1.66,0.73
1983-10-11,20.62,9.56,8.07,10.99,1.71,0.73
1983-10-12,19.34,12.33,7.76,11.9,1.39,0.74
1983-10-13,19.44,12.12,6.87,11.9,1.33,0.73
1983-10-14,20.33,10.76,3.68,11.66,1.14,0.73
1983-10-15,20.25,11.81,4.59,11.66,1.39,0.73
1983-10-16,22.57,9.94,1.18,11.11,1.15,0.71
1983-10-17,23.06,9.57,2.17,10.93,0.91,0.71
1983-10-18,22.26,10.44,2.48,11.47,0.71,0.7
1983-10-19,20.83,8.6,1.34,10.56,0.85,0.7
1983-10-20,21.62,8.19,1.46,10.8,0.67,0.7
1983-10-21,21.3,10.8,2.78,11.78,0.77,0.7
1983-10-22,21.36,10.55,2.86,11.6,1.16,0.7
1983-10-23,20.25,10.99,6.27,11.47,1.19,0.71
1983-10-24,20.22,9.08,2.06,10.86,1.38,0.7
1983-10-25,21.33,9.94,1.57,11.11,1.34,0.7
1983-10-26,22.19,11.06,2.78,11.35,1.15,0.7
1983-10-27,20.97,11.24,3.96,11.23,1.42,0.7
1983-10-28,22.05,9.88,1.12,10.68,1.7,0.69
1983-10-29,21.16,10.35,3.2,11.17,1.29,0.69
1983-10-30,19.44,12.22,14.21,11.9,1.37,0.73
1983-10-31,19.02,11.82,5.2,11.84,1.07,0.73
1983-11-01,19.69,11.34,1.64,11.23,1.66,0.7
1983-11-02,19.37,11.47,6.34,11.6,2.02,0.72
1983-11-03,20.74,11.94,13.14,11.96,1.76,0.73
1983-11-04,20.49,10.65,9.53,11.41,1.33,0.74
1983-11-05,20.37,9.54,5.36,11.05,1.48,0.73
1983-11-06,19.91,11.37,4.3,11.84,1.34,0.73
1983-11-07,20.52,10.23,16.64,11.41,1.37,0.75
1983-11-08,20.53,9.48,5.78,11.23,1.35,0.74
1983-11-09,21.2,10.26,2.26,11.41,1.59,0.73
1983-11-10,20.58,11.58,6.83,11.84,1.34,0.73
1983-11-11,21.44,10.89,5.54,11.41,1.3,0.73
1983-11-12,22.12,8.65,0.21,10.13,1.37,0.71
1983-11-13,21.45,9.72,2.07,11.29,1.02,0.71
1983-11-14,21.04,11.83,9.74,12.02,1.03,0.73
1983-11-15,20.8,11.43,1.24,11.47,1.58,0.71
1983-11-16,21.45,10.8,13.73,10.8,1.42,0.73
1983-11-17,20.11,11.13,4.08,11.72,1.62,0.73
1983-11-18,19.19,11.96,1.97,11.54,1.83,0.72
1983-11-19,19.12,11.37,1.16,11.17,2.3,0.71
1983-11-20,20.44,9.78,0.79,10.62,2.78,0.7
1983-11-21,20.09,10.3,2.91,11.35,2.45,0.71
